site_id,building_id,primary_use,square_feet,year_built,floor_count,EUI,chilled_water,steam,hotwater,EUIR,HDD18,CDD18,EUIC,EPIn_s,EPIn_w,EPIw_s,EPIw_w,EPIt_s,EPIt_a,NWH_sm_lv,NWH_wt_lv,WKD_sm_lv,WKD_wt_lv,TRS_sp_lv,TRS_at_lv
13,1151,Office,267536,0,0,23.3,1,1,0,71.33,3588,617,2,0.65,0.8,0.79,0.88,0.38,0.5,48.78,81.63,58.37,80.41,1.63,3.47
13,1152,Office,118858,0,0,32.1,1,1,0,77.42,3588,617,3,0.63,0.81,1.01,0.83,1.06,1.07,45.1,84.29,98.16,67.55,67.14,69.39
13,1159,Office,671507,0,0,18.6,1,1,0,64.87,3588,617,2,0.74,0.72,0.78,0.83,0.58,0.64,70,62.45,55.71,67.55,6.12,8.16
13,1160,Office,80205,0,0,4.9,1,0,0,4.12,3588,617,1,0.4,0.46,0.31,0.36,0.62,0.64,8.37,11.43,2.65,3.47,8.57,8.16
13,1161,Office,53077,0,0,5.2,1,0,0,6.09,3588,617,1,0.5,0.5,0.53,0.49,1.27,1.24,21.43,16.33,14.29,10,92.45,92.65
13,1162,Office,72958,0,0,5.6,1,1,0,9.32,3588,617,1,0.53,0.64,0.62,0.63,1.46,1.32,27.35,44.29,24.49,23.88,96.73,96.33
13,1164,Office,249457,0,0,22.6,1,1,0,70.07,3588,617,2,0.67,0.76,0.76,0.97,0.33,0.37,53.88,71.63,48.98,93.88,1.22,0.82
13,1165,Office,28991,0,0,6.3,0,0,0,13.98,3588,617,1,0.29,0.58,0.22,0.55,0.52,0.51,2.86,28.16,1.02,15.71,4.29,4.29
13,1166,Office,63771,0,0,8.8,0,0,0,28.49,3588,617,2,0.67,0.68,0.6,0.64,0.84,0.79,53.88,52.45,22.65,26.53,29.39,20.2
13,1167,Office,52748,0,0,8.6,1,1,0,27.78,3588,617,2,0.41,0.56,0.46,0.74,2.02,1.12,9.39,25.1,8.57,45.71,99.18,81.22
13,1168,Office,577101,0,0,27.2,1,1,0,74.19,3588,617,2,0.72,0.7,0.86,0.77,0.41,0.59,63.47,57.96,81.84,55.1,2.04,5.71
13,1170,Office,59476,0,0,5.5,0,0,0,8.96,3588,617,1,0.7,0.7,0.69,0.68,0.79,0.81,60.41,57.96,36.33,34.29,23.06,22.24
13,1177,Office,20444,0,0,11.8,1,0,0,43.19,3588,617,2,0.6,0.66,0.86,0.86,1.04,0.97,36.94,48.78,81.84,74.69,61.84,46.53
13,1185,Office,129532,0,0,7.8,1,1,0,23.66,3588,617,1,0.69,0.69,0.63,0.64,1.18,1.15,58.37,54.9,26.12,26.53,86.33,85.71
13,1188,Office,37096,0,0,7,0,0,0,19.71,3588,617,1,0.82,0.82,0.8,0.8,0.73,0.82,85.71,86.73,61.63,61.43,17.14,24.29
13,1189,Office,98212,0,0,22.9,1,1,0,70.97,3588,617,2,0.88,0.89,0.86,0.91,1.07,1,94.49,95.51,81.84,86.12,69.39,53.06
13,1190,Office,39807,0,0,5.9,0,0,0,10.93,3588,617,1,0.63,0.74,0.57,0.71,0.84,0.79,45.1,65.92,19.18,38.16,29.39,20.2
13,1193,Office,106511,0,0,6.1,1,0,0,12.54,3588,617,1,0.38,0.36,0.35,0.31,1.21,1.15,7.55,1.84,3.27,1.22,88.98,85.71
13,1194,Office,35829,0,0,11.5,0,0,0,40.14,3588,617,2,0.69,0.75,0.7,0.71,0.71,0.68,58.37,68.16,37.96,38.16,16.12,13.47
13,1195,Office,16472,0,0,141.7,0,0,0,90.32,3588,617,3,0.48,0.91,0.56,1,0.18,0.5,16.73,96.73,17.96,97.35,0.41,3.47
13,1202,Office,16805,0,0,98.7,1,0,0,89.61,3588,617,3,0.91,0.96,0.93,0.99,1,1,97.96,98.78,91.84,96.53,52.65,53.06
13,1206,Office,99946,0,0,7.4,1,1,0,22.58,3588,617,1,0.61,0.6,0.63,0.61,0.98,0.98,38.78,34.49,26.12,19.8,46.73,48.16
13,1210,Office,92500,0,0,12.9,1,1,0,48.21,3588,617,2,0.74,0.76,0.76,0.76,0.97,1,70,71.63,48.98,50.82,44.29,53.06
13,1211,Office,94988,0,0,5.3,1,1,0,6.63,3588,617,1,0.49,0.46,0.5,0.51,1.14,1.07,18.78,11.43,11.22,11.22,81.02,69.39
13,1214,Office,195437,0,0,13.7,1,1,0,52.69,3588,617,2,0.73,0.7,0.74,0.72,1.07,1.03,66.73,57.96,44.9,40.61,69.39,58.37
13,1216,Office,15269,0,0,13,1,0,0,48.92,3588,617,2,0.67,0.6,0.7,0.66,1.07,1.04,53.88,34.49,37.96,30.82,69.39,61.84
13,1219,Office,91316,0,0,10.7,1,1,0,37.28,3588,617,2,0.45,0.54,0.42,0.53,1.14,1.07,14.08,22.86,5.51,13.27,81.02,69.39
13,1221,Office,29062,0,0,5.3,0,0,0,6.63,3588,617,1,0.13,0.44,0.12,0.37,0.52,0.68,0.41,9.18,0.41,4.08,4.29,13.47
14,1223,Office,52141,0,0,8.4,1,0,1,26.7,2578,844,2,0.86,0.92,0.91,0.88,1.17,0.46,92.24,97.14,89.18,80.41,85.1,2.04
14,1224,Office,23481,0,0,10.9,1,0,1,37.99,2578,844,2,0.74,0.61,0.83,0.93,1.16,1.12,70,36.53,74.69,89.59,83.47,81.22
14,1225,Office,122746,0,0,13.3,1,1,0,50.18,2578,844,2,0.9,0.73,0.82,0.84,1.17,1.17,96.73,64.29,70,70.61,85.1,87.76
14,1228,Office,162549,0,0,7,1,0,1,19.71,2578,844,1,0.54,0.51,0.55,0.72,1.32,1.25,28.57,19.18,15.92,40.61,93.47,93.67
14,1229,Office,27646,0,0,5.1,1,0,1,5.38,2578,844,1,0.89,0.74,0.83,0.79,0.98,0.99,95.51,65.92,74.69,60,46.73,50.2
14,1230,Office,22524,0,0,10.1,1,0,1,35.48,2578,844,2,0.63,0.63,0.77,0.76,1.08,1.03,45.1,41.84,52.45,50.82,72.04,58.37
14,1236,Office,61756,0,0,9.8,1,0,1,33.87,2578,844,2,0.76,0.74,0.82,0.81,0.91,0.93,75.31,65.92,70,63.88,37.55,39.59
14,1237,Office,42755,0,0,9.8,1,0,1,33.87,2578,844,2,0.5,0.61,0.77,0.76,1.14,1.24,21.43,36.53,52.45,50.82,81.02,92.65
14,1238,Office,129707,0,0,5.7,1,1,0,10.04,2578,844,1,0.64,0.63,0.74,0.72,1.36,1.36,46.73,41.84,44.9,40.61,94.69,97.76
14,1239,Office,31300,0,0,11.5,1,1,0,40.14,2578,844,2,0.95,0.97,0.77,0.74,1.06,1.13,99.39,99.18,52.45,45.71,67.14,83.88
14,1242,Office,23871,0,0,8.3,1,0,1,25.63,2578,844,2,0.33,0.4,0.57,0.54,1.05,1.23,5.31,4.29,19.18,14.69,64.69,91.63
14,1246,Office,50327,0,0,8,1,0,1,24.73,2578,844,1,0.69,0.64,0.86,0.81,1.18,1.21,58.37,44.29,81.84,63.88,86.33,90.61
14,1248,Office,78002,0,0,6.7,1,1,0,17.2,2578,844,1,0.56,0.58,0.81,0.84,1.13,1.07,31.43,28.16,64.9,70.61,79.8,69.39
14,1249,Office,159384,0,0,19.1,1,1,1,65.59,2578,844,2,0.83,0.84,0.92,0.92,1.04,1.1,86.94,89.8,90.61,87.55,61.84,76.12
14,1255,Office,23702,0,0,12,1,0,1,45.16,2578,844,2,0.85,0.79,0.71,0.81,1.02,0.67,90.61,79.59,39.59,63.88,57.55,11.84
14,1256,Office,37917,0,0,11.9,0,1,0,44.44,2578,844,2,0.9,0.75,0.83,0.78,0.65,0.67,96.73,68.16,74.69,58.16,10.41,11.84
14,1257,Office,61274,0,0,27.6,0,0,0,74.91,2578,844,2,0.91,0.79,0.84,0.87,0.81,0.84,97.96,79.59,77.14,76.73,24.49,28.57
14,1260,Office,86455,0,0,6.6,1,0,1,16.49,2578,844,1,0.62,0.62,0.64,0.79,1.11,1.13,42.04,38.78,28.37,60,76.94,83.88
14,1261,Office,42942,0,0,31.6,0,0,0,77.06,2578,844,3,0.85,0.78,0.85,0.85,0.84,0.84,90.61,77.14,79.59,72.86,29.39,28.57
14,1262,Office,65000,0,0,14.6,1,0,1,54.84,2578,844,2,0.74,0.58,0.75,0.76,1.17,1.12,70,28.16,46.73,50.82,85.1,81.22
14,1268,Office,43007,0,0,9.7,1,0,1,33.33,2578,844,2,0.51,0.73,0.89,0.9,1.74,1.13,24.29,64.29,86.73,85.31,98.37,83.88
14,1273,Office,104089,0,0,12.8,1,0,1,47.67,2578,844,2,0.34,0.39,0.36,0.78,1.19,1.1,5.71,3.67,3.88,58.16,87.35,76.12
14,1274,Office,17077,0,0,22.6,1,0,1,70.07,2578,844,2,0.76,0.62,0.81,0.74,1.86,1.75,75.31,38.78,64.9,45.71,98.78,99.18
14,1275,Office,114166,0,0,13.6,1,0,1,51.79,2578,844,2,0.62,0.66,0.85,0.84,1.1,1.12,42.04,48.78,79.59,70.61,75.31,81.22
14,1276,Office,53860,0,0,13.6,1,0,1,51.79,2578,844,2,0.62,0.66,0.82,0.84,1.1,1.12,42.04,48.78,70,70.61,75.31,81.22
14,1277,Office,45240,0,0,20.7,0,0,0,67.38,2578,844,2,0.58,0.59,0.8,0.77,0.89,0.84,33.88,31.84,61.63,55.1,35.1,28.57
14,1279,Office,64743,0,0,18.8,0,0,0,65.23,2578,844,2,0.58,0.59,0.82,0.77,0.89,0.84,33.88,31.84,70,55.1,35.1,28.57
14,1291,Office,237546,0,0,20,1,1,0,67.03,2578,844,2,0.89,0.73,0.8,0.8,0.99,0.96,95.51,64.29,61.63,61.43,49.59,44.69
14,1292,Office,58196,0,0,14.4,1,1,0,54.48,2578,844,2,0.61,0.59,0.65,0.67,0.99,0.94,38.78,31.84,30.82,32.65,49.59,41.22
14,1293,Office,51471,0,0,14.9,1,1,1,56.27,2578,844,2,0.73,0.7,0.8,0.77,0.99,0.96,66.73,57.96,61.63,55.1,49.59,44.69
14,1294,Office,15649,0,0,18,1,1,1,63.98,2578,844,2,0.62,0.65,0.78,0.76,0.98,1.03,42.04,46.33,55.71,50.82,46.73,58.37
14,1295,Office,115676,0,0,12.4,1,1,1,46.59,2578,844,2,0.72,0.68,0.78,0.73,1.01,0.97,63.47,52.45,55.71,43.27,55.51,46.53
14,1296,Office,8836,0,0,16.9,1,1,1,61.83,2578,844,2,0.8,0.76,0.84,0.84,1,0.98,82.65,71.63,77.14,70.61,52.65,48.16
14,1297,Office,21469,0,0,16.9,1,1,1,61.83,2578,844,2,0.8,0.76,0.84,0.84,1,0.98,82.65,71.63,77.14,70.61,52.65,48.16
14,1302,Office,90411,0,0,13.4,1,0,1,50.72,2578,844,2,0.63,0.67,0.72,0.76,1.05,0.96,45.1,50.61,42.04,50.82,64.69,44.69
14,1304,Office,91363,0,0,28,0,0,0,75.63,2578,844,3,0.77,0.78,0.81,0.81,0.87,0.91,77.96,77.14,64.9,63.88,32.65,36.73
14,1323,Office,87200,0,0,18,1,0,1,63.98,2578,844,2,0.68,0.69,0.84,0.88,1.1,1.01,56.12,54.9,77.14,80.41,75.31,55.31
15,1326,Office,46981,1962,0,24.3,1,1,0,72.4,3522,477,2,0.61,0.69,0.64,0.72,1.2,1.11,38.78,54.9,28.37,40.61,88.37,78.57
15,1333,Office,31316,1913,0,6,1,0,0,11.83,3522,477,1,0.45,0.58,0.47,0.61,0.89,0.83,14.08,28.16,9.59,19.8,35.1,26.53
15,1334,Office,130794,1933,0,7.2,1,0,0,21.51,3522,477,1,0.76,0.78,0.76,0.76,1.24,1.17,75.31,77.14,48.98,50.82,90.41,87.76
15,1336,Office,31053,1915,0,14.8,1,1,0,55.73,3522,477,2,0.75,0.78,0.76,0.83,1.16,1.05,72.45,77.14,48.98,67.55,83.47,64.69
15,1337,Office,14744,1910,0,8.4,1,1,0,26.7,3522,477,2,0.37,0.63,0.84,0.71,0.66,0.66,6.73,41.84,77.14,38.16,11.22,10.41
15,1343,Office,110380,1985,0,17.4,1,1,0,62.54,3522,477,2,0.79,0.83,0.88,0.88,0.96,0.93,80.41,88.16,84.9,80.41,42.65,39.59
15,1351,Office,40611,0,0,6.4,1,1,0,15.05,3522,477,1,0.73,0.75,0.73,0.87,0.92,1.04,66.73,68.16,43.67,76.73,38.57,61.84
15,1352,Office,42755,0,0,19.9,1,0,0,66.67,3522,477,2,0.65,0.72,0.69,0.84,1.32,1.19,48.78,62.45,36.33,70.61,93.47,88.78
15,1363,Office,157933,1932,0,13.4,1,1,0,50.72,3522,477,2,0.79,0.81,0.82,0.82,1.2,1.09,80.41,84.29,70,65.92,88.37,73.67
15,1366,Office,87977,1947,0,5.4,1,1,0,7.89,3522,477,1,0.55,0.52,0.5,0.47,1.01,1.07,30,21.02,11.22,9.18,55.51,69.39
15,1375,Office,115288,1957,0,9.9,1,1,0,34.59,3522,477,2,0.73,0.8,0.79,0.81,0.87,0.92,66.73,81.63,58.37,63.88,32.65,37.96
15,1379,Office,49553,1963,0,19.4,1,1,0,66.31,3522,477,2,0.82,0.84,0.83,0.85,1,1.03,85.71,89.8,74.69,72.86,52.65,58.37
15,1381,Office,84615,1963,0,7.5,1,1,0,23.3,3522,477,1,0.7,0.72,0.68,0.72,1.22,1.11,60.41,62.45,34.29,40.61,89.59,78.57
15,1387,Office,187041,1973,0,8.9,0,1,0,29.03,3522,477,2,0.72,0.79,0.82,0.9,1.05,1.12,63.47,79.59,70,85.31,64.69,81.22
15,1430,Office,53303,1981,0,70.2,0,1,0,87.1,3522,477,3,0.85,0.84,0.96,0.94,1.03,0.99,90.61,89.8,95.51,91.02,59.8,50.2
